,symbol_id,0
weight,0,2.681749847200182
weight,1,3.6592203776041665
weight,2,1.8235404094060261
weight,3,1.599878105852339
weight,7,2.4267105791303845
weight,8,2.558733410305447
weight,9,1.999341567357381
weight,10,1.6630028751161363
weight,11,2.2457627256711326
weight,12,2.209534035788642
weight,13,2.8919418387942843
weight,14,1.2743217481507196
weight,15,1.211652351750268
weight,16,2.2299263874689736
weight,17,2.4478931294547186
weight,19,4.577611313925849
weight,30,1.5666906634966533
weight,33,1.7623084386189778
weight,34,1.7659588654836018
weight,38,2.5665274726019964
feature_00,0,0.4446430421537823
feature_00,1,0.4600258618593216
feature_00,2,0.4652736501561271
feature_00,3,0.4776007615857654
feature_00,7,0.45864274932278526
feature_00,8,0.44438043071164024
feature_00,9,0.45605622977018356
feature_00,10,0.4652531353963746
feature_00,11,0.4650752950045798
feature_00,12,0.46579113354285556
feature_00,13,0.4602451440360811
feature_00,14,0.4630691036581993
feature_00,15,0.46926900496085483
feature_00,16,0.45533815109067494
feature_00,17,0.46751902749141055
feature_00,19,0.4626655984256003
feature_00,30,0.4670283877187305
feature_00,33,0.4565657592482037
feature_00,34,0.46420738018221325
feature_00,38,0.4387834717830022
feature_01,0,0.015053970302687946
feature_01,1,0.010715010912261066
feature_01,2,0.009918500979741389
feature_01,3,0.010885242372751222
feature_01,7,0.012927529324466966
feature_01,8,0.002951449714601023
feature_01,9,0.010310165428866922
feature_01,10,0.009955938957217657
feature_01,11,0.008563450848062823
feature_01,12,0.009534265535573157
feature_01,13,0.009166533593088388
feature_01,14,0.009975538563190223
feature_01,15,0.012212699379435647
feature_01,16,0.013661696730802444
feature_01,17,0.010077182203531255
feature_01,19,0.010634207942833478
feature_01,30,0.010104508035712764
feature_01,33,0.010853904765099254
feature_01,34,0.01123531405917472
feature_01,38,0.006337026599794623
feature_02,0,0.44424129774173104
feature_02,1,0.45927269922362435
feature_02,2,0.46464643792973626
feature_02,3,0.4773082584142685
feature_02,7,0.45783386048343444
feature_02,8,0.4447084325883124
feature_02,9,0.45542021012968487
feature_02,10,0.46427250239584184
feature_02,11,0.4645732235577371
feature_02,12,0.4654930979013443
feature_02,13,0.4607669413089752
feature_02,14,0.4627613483203782
feature_02,15,0.4688617702987459
feature_02,16,0.45507215129004586
feature_02,17,0.46684757123390835
