,symbol_id,0
weight,0,0.5103130340576172
weight,1,0.43868499994277954
weight,2,0.3876584470272064
weight,3,0.3028706908226013
weight,4,0.5754067301750183
weight,5,0.46660616993904114
weight,6,0.17450299859046936
weight,7,0.46810802817344666
weight,8,0.2801889181137085
weight,9,0.17508551478385925
weight,10,0.34038421511650085
weight,11,0.26178374886512756
weight,12,0.41937920451164246
weight,13,0.2517341375350952
weight,14,0.17236535251140594
weight,15,0.21466432511806488
weight,16,0.5489938259124756
weight,17,0.42675110697746277
weight,18,0.29471689462661743
weight,19,0.6722121238708496
weight,20,0.21209809184074402
weight,21,0.19136369228363037
weight,22,0.18442748486995697
weight,23,0.24748916923999786
weight,24,0.19366218149662018
weight,25,0.3025170862674713
weight,26,0.1741282045841217
weight,27,0.5514483451843262
weight,28,0.2078610509634018
weight,29,0.20936335623264313
weight,30,0.3193367123603821
weight,31,0.09801584482192993
weight,32,0.292763352394104
weight,33,0.2111710160970688
weight,34,0.40259650349617004
weight,35,0.18519815802574158
weight,36,0.1639130562543869
weight,37,0.16996759176254272
weight,38,0.4016418755054474
feature_00,0,1.2643747329711914
feature_00,1,1.264932632446289
feature_00,2,1.2693290710449219
feature_00,3,1.2692644596099854
feature_00,4,0.8834168910980225
feature_00,5,1.2676173448562622
feature_00,6,1.2686316967010498
feature_00,7,1.2675455808639526
feature_00,8,1.270154595375061
feature_00,9,1.2662965059280396
feature_00,10,1.2662897109985352
feature_00,11,1.2645738124847412
feature_00,12,1.2665008306503296
feature_00,13,1.2687140703201294
feature_00,14,1.2688807249069214
feature_00,15,1.269014835357666
feature_00,16,1.2687368392944336
feature_00,17,1.2676033973693848
feature_00,18,1.267679214477539
feature_00,19,1.2653125524520874
feature_00,20,1.2695238590240479
feature_00,21,1.2687023878097534
feature_00,22,1.2687301635742188
feature_00,23,1.2661199569702148
feature_00,24,1.269666075706482
feature_00,25,1.2694844007492065
feature_00,26,1.2697418928146362
feature_00,27,1.2681686878204346
feature_00,28,1.2670412063598633
feature_00,29,1.2457664012908936
feature_00,30,1.2688276767730713
feature_00,31,1.2811368703842163
feature_00,32,1.2663143873214722
feature_00,33,1.2688982486724854
feature_00,34,1.2684293985366821
feature_00,35,1.2415781021118164
feature_00,36,1.2665960788726807
feature_00,37,1.2667018175125122
feature_00,38,1.2641626596450806
feature_01,0,0.899969756603241
feature_01,1,0.8981420993804932
feature_01,2,0.9004954695701599
feature_01,3,0.8991118669509888
feature_01,4,0.8758121132850647
feature_01,5,0.900331974029541
feature_01,6,0.9007440209388733
feature_01,7,0.9026987552642822
feature_01,8,0.900265097618103
feature_01,9,0.9005022048950195
feature_01,10,0.9006180167198181
feature_01,11,0.8995356559753418
feature_01,12,0.8997439742088318
feature_01,13,0.9013457298278809
feature_01,14,0.8966330885887146
feature_01,15,0.9034348130226135
feature_01,16,0.9004246592521667
feature_01,17,0.9012194275856018
feature_01,18,0.903022825717926
feature_01,19,0.8994026780128479
feature_01,20,0.9013961553573608
feature_01,21,0.8984232544898987
feature_01,22,0.9001322388648987
feature_01,23,0.8996877074241638
feature_01,24,0.8991776704788208
feature_01,25,0.8983007669448853
feature_01,26,0.9006250500679016
feature_01,27,0.9011486172676086
feature_01,28,0.901442289352417
feature_01,29,0.8939036130905151
feature_01,30,0.9009920954704285
feature_01,31,0.9032394886016846
feature_01,32,0.9016333222389221
feature_01,33,0.9010845422744751
feature_01,34,0.8999518752098083
feature_01,35,0.9010953307151794
feature_01,36,0.9008777737617493
feature_01,37,0.9009040594100952
feature_01,38,0.8999268412590027
feature_02,0,1.2662041187286377
feature_02,1,1.2647823095321655
feature_02,2,1.2659931182861328
feature_02,3,1.2652032375335693
feature_02,4,0.8834667801856995
feature_02,5,1.2635948657989502
feature_02,6,1.2664648294448853
feature_02,7,1.262030005455017
feature_02,8,1.2660194635391235
feature_02,9,1.2666220664978027
feature_02,10,1.263460636138916
feature_02,11,1.2653369903564453
feature_02,12,1.2642357349395752
feature_02,13,1.2629164457321167
feature_02,14,1.2662062644958496
feature_02,15,1.2642896175384521
feature_02,16,1.2657585144042969
feature_02,17,1.2648935317993164
feature_02,18,1.2601897716522217
feature_02,19,1.2663652896881104
feature_02,20,1.264081597328186
feature_02,21,1.2637379169464111
feature_02,22,1.2655390501022339
feature_02,23,1.2629708051681519
feature_02,24,1.265350103378296
feature_02,25,1.2645578384399414
feature_02,26,1.2649751901626587
feature_02,27,1.2643471956253052
feature_02,28,1.2628227472305298
feature_02,29,1.245213270187378
feature_02,30,1.2651945352554321
feature_02,31,1.277514934539795
feature_02,32,1.265250325202942
feature_02,33,1.264175534248352
feature_02,34,1.2631890773773193
feature_02,35,1.239551305770874
feature_02,36,1.2641544342041016
feature_02,37,1.2635551691055298
feature_02,38,1.2651467323303223
feature_03,0,1.2645268440246582
feature_03,1,1.2670714855194092
feature_03,2,1.2641290426254272
feature_03,3,1.2620350122451782
feature_03,4,0.8814023733139038
feature_03,5,1.2654871940612793
feature_03,6,1.2639902830123901
feature_03,7,1.2638663053512573
feature_03,8,1.2651777267456055
feature_03,9,1.2675471305847168
feature_03,10,1.267160177230835
feature_03,11,1.2640472650527954
feature_03,12,1.2642090320587158
feature_03,13,1.2644624710083008
feature_03,14,1.2666511535644531
feature_03,15,1.265688419342041
feature_03,16,1.2618519067764282
feature_03,17,1.265354871749878
feature_03,18,1.2616568803787231
feature_03,19,1.2622623443603516
feature_03,20,1.2644307613372803
feature_03,21,1.2640959024429321
feature_03,22,1.2649654150009155
feature_03,23,1.265428066253662
feature_03,24,1.2645604610443115
feature_03,25,1.2644797563552856
feature_03,26,1.264925241470337
feature_03,27,1.265511393547058
feature_03,28,1.2643940448760986
feature_03,29,1.245111107826233
feature_03,30,1.262454628944397
feature_03,31,1.2754161357879639
feature_03,32,1.2676799297332764
feature_03,33,1.2659389972686768
feature_03,34,1.2656632661819458
feature_03,35,1.2381305694580078
feature_03,36,1.2666537761688232
feature_03,37,1.2671504020690918
feature_03,38,1.2626500129699707
feature_04,0,0.79433673620224
feature_04,1,0.7948294878005981
feature_04,2,0.7969484925270081
feature_04,3,0.7966882586479187
feature_04,4,0.7662124633789062
feature_04,5,0.7971900105476379
feature_04,6,0.7955725789070129
feature_04,7,0.7975168824195862
feature_04,8,0.7937803268432617
feature_04,9,0.7980456948280334
feature_04,10,0.7968153357505798
feature_04,11,0.7957301139831543
feature_04,12,0.7969065308570862
feature_04,13,0.7938995361328125
feature_04,14,0.796815812587738
feature_04,15,0.7970068454742432
feature_04,16,0.7945178151130676
feature_04,17,0.7962296605110168
feature_04,18,0.798259437084198
feature_04,19,0.7959277033805847
feature_04,20,0.7945210337638855
feature_04,21,0.7953662276268005
feature_04,22,0.7948490977287292
feature_04,23,0.7980755567550659
feature_04,24,0.7973820567131042
feature_04,25,0.7956272959709167
feature_04,26,0.7958602905273438
feature_04,27,0.7965429425239563
feature_04,28,0.7973783612251282
feature_04,29,0.7910482287406921
feature_04,30,0.7969527244567871
feature_04,31,0.796405553817749
feature_04,32,0.7966867089271545
feature_04,33,0.7976152896881104
feature_04,34,0.7972621917724609
feature_04,35,0.7954416871070862
feature_04,36,0.7962782382965088
feature_04,37,0.7952753901481628
feature_04,38,0.7956250905990601
feature_05,0,0.76998370885849
feature_05,1,0.7536178827285767
feature_05,2,0.9023255109786987
feature_05,3,0.8341861963272095
feature_05,4,0.5543232560157776
feature_05,5,0.850555956363678
feature_05,6,0.7585935592651367
feature_05,7,0.8562213778495789
feature_05,8,0.7010952830314636
feature_05,9,0.9197407960891724
feature_05,10,0.9953311085700989
feature_05,11,1.1657426357269287
feature_05,12,0.7906025648117065
feature_05,13,0.7859052419662476
feature_05,14,0.941547691822052
feature_05,15,0.8538985252380371
feature_05,16,0.7892146110534668
feature_05,17,0.9625075459480286
feature_05,18,0.7127336263656616
feature_05,19,0.9001815915107727
feature_05,20,0.6448327898979187
feature_05,21,0.7579149603843689
feature_05,22,0.8865509629249573
feature_05,23,0.9250128269195557
feature_05,24,0.7521541714668274
feature_05,25,0.8595447540283203
feature_05,26,0.8758629560470581
feature_05,27,0.6358599066734314
feature_05,28,0.9142389297485352
feature_05,29,0.7032877206802368
feature_05,30,0.7191529870033264
feature_05,31,0.7808741331100464
feature_05,32,0.647153913974762
feature_05,33,0.7984821200370789
